100 6.4705
200 9.3184
300 13.6262
400 15.5881
500 15.9465
600 22.161
700 29.3929
800 27.909
900 30.0537
1000 30.6658
1100 32.6815
1200 27.063
1300 21.9379
1400 20.4703
1500 20.8834
1600 23.9565
1700 16.4776
1800 17.3862
1900 17.6649
2000 18.3408
2100 19.0192
2200 18.6336
2300 21.2817
2400 22.87
2500 23.4753
2600 23.649
2700 30.7236
2800 27.8868
2900 28.1678
3000 26.4847
3100 36.8448
3200 31.2123
3300 33.3588
3400 31.1836
3500 31.9564
3600 32.3277
3700 40.7816
3800 34.9559
3900 37.5167
4000 37.3882
4100 37.8896
4200 38.812
4300 40.828
4400 40.3511
4500 40.2324
4600 44.9094
4700 59.9453
4800 45.5204
4900 56.5578
5000 44.7104
5100 46.1622
5200 51.2013
5300 47.2328
5400 48.0388
5500 53.2871
5600 47.4411
5700 50.2152
5800 59.8741
5900 50.1982
6000 49.9465
6100 62.4478
6200 60.3795
6300 62.6342
6400 57.0556
6500 64.7691
6600 58.2358
6700 63.7034
6800 57.9529
6900 66.7468
7000 62.0274
7100 62.1498
7200 62.5589
7300 61.4658
7400 63.4655
7500 65.3342
7600 63.6098
7700 71.2027
7800 69.4338
7900 67.0587
8000 68.3667
8100 68.4483
8200 70.4177
8300 70.0864
8400 71.5897
8500 78.6128
8600 72.85
8700 74.888
8800 74.9438
8900 80.7191
9000 75.0683
9100 75.4044
9200 76.6486
9300 78.0877
9400 78.4779
9500 78.952
9600 86.745
9700 80.4763
9800 81.3268
9900 81.754
10000 82.5183
10100 83.7851
10200 83.7073
10300 84.8295
10400 85.1258
10500 93.9954
10600 86.0306
10700 86.7262
10800 87.3708
10900 89.1567
11000 98.0867
11100 98.5323
11200 92.8579
11300 101.569
11400 92.5592
11500 93.0787
11600 94.9564
11700 95.4906
11800 96.4349
11900 96.0285
12000 96.7825
12100 107.327
12200 99.0616
12300 107.557
12400 110.026
12500 109.543
12600 103.68
12700 104.35
12800 104.301
12900 105.405
13000 106.182
13100 115.117
13200 116.551
13300 107.615
13400 118.307
13500 111.732
13600 111.18
13700 112.32
13800 112.591
13900 114.735
14000 115.33
14100 115.832
14200 117.771
14300 118.919
14400 119.866
14500 127.997
14600 120.981
14700 131.23
14800 124.138
14900 123.293
15000 125.313
15100 125.503
15200 127.941
15300 127.448
15400 128.767
15500 128.629
15600 131.306
15700 131.808
15800 143.226
15900 133.804
16000 134.566
16100 136.919
16200 137.036
16300 140.341
16400 139.255
16500 140.099
16600 138.625
16700 140.832
16800 140.41
16900 141.739
17000 142.517
17100 142.685
17200 142.573
17300 143.113
17400 143.669
17500 153.95
17600 144.463
17700 145.504
17800 146.758
17900 160.056
18000 148.786
18100 146.768
18200 149.334
18300 152.895
18400 150.699
18500 150.186
18600 155.564
18700 163.704
18800 155.669
18900 164.929
19000 153.368
19100 157.761
19200 162.358
19300 149.015
19400 149.352
19500 159.834
19600 150.704
19700 150.532
19800 151.53
19900 150.115
20000 152.825
20100 151.341
20200 162.095
20300 152.503
20400 152.633
20500 164.707
20600 165.59
20700 154.316
20800 152.855
20900 155.248
21000 154.561
21100 153.296
21200 157.913
21300 153.531
21400 167.312
21500 154.244
21600 155.188
21700 155.933
21800 165.97
21900 166.867
22000 169.458
22100 155.4
22200 158.239
22300 170.286
22400 170.616
22500 158.087
22600 170.854
22700 158.968
22800 168.945
22900 171.495
23000 169.17
23100 158.781
23200 170.884
23300 173.576
23400 172.984
23500 160.663
23600 160.911
23700 160.847
23800 172.542
23900 161.689
24000 162.287
24100 173.695
24200 159.926
24300 161.03
24400 175.136
24500 163.525
24600 175.234
24700 175.847
24800 177.279
24900 163.718
25000 176.134
25100 174.815
25200 163.721
25300 161.371
25400 175.188
25500 178.286
25600 176.173
25700 175.838
25800 164.194
25900 163.924
26000 161.91
26100 176.621
26200 165.747
26300 179.394
26400 164.37
26500 166.589
26600 165.275
26700 182.394
26800 165.654
26900 168.775
27000 165.558
27100 165.564
27200 175.736
27300 183.749
27400 167.096
27500 178.642
27600 166.413
27700 182.454
27800 179.796
27900 171.2
28000 180.366
28100 178.458
28200 166.472
28300 181.471
28400 183.108
28500 180.176
28600 169.205
28700 170.275
28800 190.556
28900 182.421
29000 181.439
29100 181.573
29200 180.994
29300 166.78
29400 185.578
29500 170.98
29600 186.11
29700 180.121
29800 188.376
29900 186.935
30000 179.939
30100 168.366
30200 181.59
30300 191.727
30400 190.627
30500 168.203
30600 196.758
30700 175.49
30800 197.435
30900 182.899
31000 193.26
31100 182.076
31200 192.376
31300 186.813
31400 194.696
31500 186.036
31600 209.809
31700 207.439
31800 188.114
31900 190.918
32000 186.212
32100 203.379
32200 218.861
32300 225.907
32400 220.529
32500 199.781
32600 208.959
32700 212.684
32800 210.486
32900 202.185
33000 190.148
33100 231.475
33200 244.434
33300 237.926
33400 193.824
33500 202.617
33600 189.557
33700 248.63
33800 201.861
33900 239.042
34000 261.733
34100 231.251
34200 225.767
34300 209.811
34400 242.061
34500 207.477
34600 241.775
34700 241.83
34800 252.931
34900 237.327
35000 247.159
35100 250.172
35200 233.388
35300 203.829
35400 251.515
35500 263.048
35600 252.812
35700 249.194
35800 249.629
35900 223.252
36000 248.735
36100 268.725
36200 283.116
36300 255.388
36400 264.874
36500 254.652
36600 262.856
36700 255.916
36800 252.811
36900 260.983
37000 253.174
37100 272.351
37200 265.595
37300 283.126
37400 258.97
37500 263.23
37600 262.926
37700 265.223
37800 277.619
37900 266.357
38000 262.779
38100 274.805
38200 299.713
38300 295.197
38400 271.826
38500 276.638
38600 278.091
38700 279.664
38800 284.216
38900 290.361
39000 282.759
39100 279.384
39200 299.03
39300 327.059
39400 300.267
39500 294.725
39600 292.84
39700 297.086
39800 279.602
39900 304.32
40000 313.463
40100 307.426
40200 312.251
40300 307.736
40400 321.953
40500 341.432
40600 334.788
40700 320.807
40800 317.361
40900 312.994
41000 325.527
41100 319.352
41200 310.188
41300 322.446
41400 329.894
41500 323.676
41600 315.782
41700 356.702
41800 361.958
41900 377.27
42000 362.214
42100 350.434
42200 345.885
42300 327.63
42400 345.188
42500 352.816
42600 347.374
42700 357.197
42800 352.132
42900 361.626
43000 355.466
43100 409.704
43200 410.693
43300 406.135
43400 403.461
43500 383.355
43600 358.797
43700 384.214
43800 369.152
43900 398.1
44000 381.932
44100 397.686
44200 382.232
44300 401.037
44400 387.485
44500 428.316
44600 444.402
44700 444.206
44800 432.688
44900 449.91
45000 459.313
45100 449.844
45200 417.266
45300 426.508
45400 412.765
45500 461.991
45600 445.953
45700 431.87
45800 431.532
45900 434.536
46000 440.359
46100 468.458
46200 470.297
46300 499.631
46400 524.657
46500 520.34
46600 506.738
46700 531.565
46800 512.986
46900 520.621
47000 503.414
47100 493.948
47200 489.911
47300 488.264
47400 486.105
47500 483.669
47600 500.113
47700 509.641
47800 499.461
47900 514.111
48000 484.837
48100 541.509
48200 559.979
48300 561.243
48400 573.904
48500 568.973
48600 558.753
48700 586.143
48800 586.769
48900 568.669
49000 585.271
49100 559.162
49200 537.687
49300 542.443
49400 543.082
49500 553.451
49600 577.192
49700 559.238
49800 571.773
49900 566.617
50000 550.081
